48.741226,212.80557,72.45292,248.33463
50.217476,349.35864,72.94668,379.83826
111.04239,263.96222,137.92715,299.20453
81.59975,248.71939,104.186874,281.814
0.059664726,346.31238,14.801817,378.19745
83.00778,347.952,106.40088,379.92007
21.820406,390.13763,44.882324,423.3576
0.61876297,44.52173,22.898472,83.22795
51.97889,428.98273,75.13912,460.88983
24.784683,491.0937,49.91942,521.92975
20.385769,168.70966,44.55969,204.47647
25.98382,555.5723,50.85186,588.4755
118.44357,504.5045,142.48764,536.5104
58.322746,545.3188,81.6952,575.5236
81.82774,459.70114,107.76254,493.86923
120.78892,101.63541,143.69675,135.94583
112.02368,423.07812,134.59605,455.6781
121.94283,586.0521,145.25357,617.8727
0.26424408,554.73376,23.338047,581.46326
29.781906,0.0,58.650856,27.13977
90.2895,544.371,114.05602,571.11145
52.63513,115.54342,77.660965,149.7673
59.34958,64.02887,83.171814,98.3916
90.26004,0.008478165,121.008896,29.737411
0.0,215.47937,11.346584,250.30786
